Location_Name,Date,TotalCount,Hour,Day,DayNo
Elizabeth Street,2024-09-22 01:00:00+00:00,38,1,Sunday,0
Bridge Street,2024-09-22 01:00:00+00:00,122,1,Sunday,0
Market Street,2024-09-22 01:00:00+00:00,300,1,Sunday,0
Park Street,2024-09-22 01:00:00+00:00,898,1,Sunday,0
Park Street,2024-09-22 00:00:00+00:00,842,0,Sunday,0
Market Street,2024-09-22 00:00:00+00:00,499,0,Sunday,0
Elizabeth Street,2024-09-22 00:00:00+00:00,51,0,Sunday,0
Bridge Street,2024-09-22 00:00:00+00:00,270,0,Sunday,0
Park Street,2024-09-21 23:00:00+00:00,1306,23,Saturday,6
Market Street,2024-09-21 23:00:00+00:00,820,23,Saturday,6
Elizabeth Street,2024-09-21 23:00:00+00:00,103,23,Saturday,6
Bridge Street,2024-09-21 23:00:00+00:00,373,23,Saturday,6
Elizabeth Street,2024-09-21 22:00:00+00:00,156,22,Saturday,6
Bridge Street,2024-09-21 22:00:00+00:00,397,22,Saturday,6
Market Street,2024-09-21 22:00:00+00:00,1267,22,Saturday,6
Park Street,2024-09-21 22:00:00+00:00,1626,22,Saturday,6
Park Street,2024-09-21 01:00:00+00:00,1149,1,Saturday,6
Market Street,2024-09-21 01:00:00+00:00,211,1,Saturday,6
Elizabeth Street,2024-09-21 01:00:00+00:00,21,1,Saturday,6
Bridge Street,2024-09-21 01:00:00+00:00,84,1,Saturday,6
Park Street,2024-09-21 00:00:00+00:00,1185,0,Saturday,6
Elizabeth Street,2024-09-21 00:00:00+00:00,23,0,Saturday,6
Bridge Street,2024-09-21 00:00:00+00:00,160,0,Saturday,6
Market Street,2024-09-21 00:00:00+00:00,386,0,Saturday,6
Bridge Street,2024-09-20 23:00:00+00:00,309,23,Friday,5
Elizabeth Street,2024-09-20 23:00:00+00:00,129,23,Friday,5
Market Street,2024-09-20 23:00:00+00:00,704,23,Friday,5
Park Street,2024-09-20 23:00:00+00:00,1502,23,Friday,5
Elizabeth Street,2024-09-20 22:00:00+00:00,180,22,Friday,5
Park Street,2024-09-20 22:00:00+00:00,1889,22,Friday,5
Bridge Street,2024-09-20 22:00:00+00:00,317,22,Friday,5
Market Street,2024-09-20 22:00:00+00:00,1006,22,Friday,5
Bridge Street,2024-09-15 01:00:00+00:00,103,1,Sunday,0
Elizabeth Street,2024-09-15 01:00:00+00:00,19,1,Sunday,0
Market Street,2024-09-15 01:00:00+00:00,177,1,Sunday,0
Park Street,2024-09-15 01:00:00+00:00,704,1,Sunday,0
Park Street,2024-09-15 00:00:00+00:00,613,0,Sunday,0
Market Street,2024-09-15 00:00:00+00:00,372,0,Sunday,0
Elizabeth Street,2024-09-15 00:00:00+00:00,67,0,Sunday,0
Bridge Street,2024-09-15 00:00:00+00:00,206,0,Sunday,0
Park Street,2024-09-14 23:00:00+00:00,848,23,Saturday,6
Market Street,2024-09-14 23:00:00+00:00,556,23,Saturday,6
Elizabeth Street,2024-09-14 23:00:00+00:00,58,23,Saturday,6
Bridge Street,2024-09-14 23:00:00+00:00,264,23,Saturday,6
Market Street,2024-09-14 22:00:00+00:00,848,22,Saturday,6
Bridge Street,2024-09-14 22:00:00+00:00,285,22,Saturday,6
Elizabeth Street,2024-09-14 22:00:00+00:00,118,22,Saturday,6
Park Street,2024-09-14 22:00:00+00:00,1163,22,Saturday,6
Market Street,2024-09-14 01:00:00+00:00,168,1,Saturday,6
Elizabeth Street,2024-09-14 01:00:00+00:00,20,1,Saturday,6
Bridge Street,2024-09-14 01:00:00+00:00,57,1,Saturday,6
Park Street,2024-09-14 01:00:00+00:00,664,1,Saturday,6
Park Street,2024-09-14 00:00:00+00:00,708,0,Saturday,6
Elizabeth Street,2024-09-14 00:00:00+00:00,31,0,Saturday,6
Market Street,2024-09-14 00:00:00+00:00,316,0,Saturday,6
Bridge Street,2024-09-14 00:00:00+00:00,151,0,Saturday,6
Bridge Street,2024-09-13 23:00:00+00:00,239,23,Friday,5
Elizabeth Street,2024-09-13 23:00:00+00:00,50,23,Friday,5
Market Street,2024-09-13 23:00:00+00:00,631,23,Friday,5
Park Street,2024-09-13 23:00:00+00:00,946,23,Friday,5
Park Street,2024-09-13 22:00:00+00:00,1607,22,Friday,5
Elizabeth Street,2024-09-13 22:00:00+00:00,100,22,Friday,5
Market Street,2024-09-13 22:00:00+00:00,837,22,Friday,5
Bridge Street,2024-09-13 22:00:00+00:00,332,22,Friday,5
Bridge Street,2024-09-08 01:00:00+00:00,123,1,Sunday,0
Elizabeth Street,2024-09-08 01:00:00+00:00,47,1,Sunday,0
Market Street,2024-09-08 01:00:00+00:00,255,1,Sunday,0
Park Street,2024-09-08 01:00:00+00:00,930,1,Sunday,0
Park Street,2024-09-08 00:00:00+00:00,787,0,Sunday,0
Elizabeth Street,2024-09-08 00:00:00+00:00,30,0,Sunday,0
Bridge Street,2024-09-08 00:00:00+00:00,298,0,Sunday,0
Market Street,2024-09-08 00:00:00+00:00,505,0,Sunday,0
Bridge Street,2024-09-07 23:00:00+00:00,378,23,Saturday,6
Elizabeth Street,2024-09-07 23:00:00+00:00,84,23,Saturday,6
Market Street,2024-09-07 23:00:00+00:00,726,23,Saturday,6
Park Street,2024-09-07 23:00:00+00:00,1086,23,Saturday,6
Park Street,2024-09-07 22:00:00+00:00,1446,22,Saturday,6
Market Street,2024-09-07 22:00:00+00:00,1141,22,Saturday,6
Elizabeth Street,2024-09-07 22:00:00+00:00,141,22,Saturday,6
Bridge Street,2024-09-07 22:00:00+00:00,311,22,Saturday,6
Park Street,2024-09-07 01:00:00+00:00,613,1,Saturday,6
Market Street,2024-09-07 01:00:00+00:00,207,1,Saturday,6
Elizabeth Street,2024-09-07 01:00:00+00:00,28,1,Saturday,6
Bridge Street,2024-09-07 01:00:00+00:00,98,1,Saturday,6
Park Street,2024-09-07 00:00:00+00:00,702,0,Saturday,6
Market Street,2024-09-07 00:00:00+00:00,370,0,Saturday,6
Elizabeth Street,2024-09-07 00:00:00+00:00,58,0,Saturday,6
Bridge Street,2024-09-07 00:00:00+00:00,175,0,Saturday,6
Park Street,2024-09-06 23:00:00+00:00,1153,23,Friday,5
Market Street,2024-09-06 23:00:00+00:00,665,23,Friday,5
Bridge Street,2024-09-06 23:00:00+00:00,250,23,Friday,5
Elizabeth Street,2024-09-06 23:00:00+00:00,84,23,Friday,5
Bridge Street,2024-09-06 22:00:00+00:00,373,22,Friday,5
Park Street,2024-09-06 22:00:00+00:00,1457,22,Friday,5
Market Street,2024-09-06 22:00:00+00:00,879,22,Friday,5
Elizabeth Street,2024-09-06 22:00:00+00:00,124,22,Friday,5
Bridge Street,2024-09-01 01:00:00+00:00,90,1,Sunday,0
Park Street,2024-09-01 01:00:00+00:00,864,1,Sunday,0
Elizabeth Street,2024-09-01 01:00:00+00:00,19,1,Sunday,0
Market Street,2024-09-01 01:00:00+00:00,235,1,Sunday,0
Bridge Street,2024-09-01 00:00:00+00:00,216,0,Sunday,0
Elizabeth Street,2024-09-01 00:00:00+00:00,23,0,Sunday,0
Market Street,2024-09-01 00:00:00+00:00,432,0,Sunday,0
Park Street,2024-09-01 00:00:00+00:00,699,0,Sunday,0
Elizabeth Street,2024-08-31 23:00:00+00:00,54,23,Saturday,6
Bridge Street,2024-08-31 23:00:00+00:00,312,23,Saturday,6
Park Street,2024-08-31 23:00:00+00:00,1078,23,Saturday,6
Market Street,2024-08-31 23:00:00+00:00,680,23,Saturday,6
Elizabeth Street,2024-08-31 22:00:00+00:00,127,22,Saturday,6
Market Street,2024-08-31 22:00:00+00:00,1127,22,Saturday,6
Park Street,2024-08-31 22:00:00+00:00,1431,22,Saturday,6
Bridge Street,2024-08-31 22:00:00+00:00,319,22,Saturday,6
Park Street,2024-08-31 01:00:00+00:00,783,1,Saturday,6
Market Street,2024-08-31 01:00:00+00:00,267,1,Saturday,6
Elizabeth Street,2024-08-31 01:00:00+00:00,48,1,Saturday,6
Bridge Street,2024-08-31 01:00:00+00:00,122,1,Saturday,6
Market Street,2024-08-31 00:00:00+00:00,366,0,Saturday,6
Park Street,2024-08-31 00:00:00+00:00,598,0,Saturday,6
Bridge Street,2024-08-31 00:00:00+00:00,185,0,Saturday,6
Elizabeth Street,2024-08-31 00:00:00+00:00,53,0,Saturday,6
Bridge Street,2024-08-30 23:00:00+00:00,271,23,Friday,5
Elizabeth Street,2024-08-30 23:00:00+00:00,50,23,Friday,5
Market Street,2024-08-30 23:00:00+00:00,797,23,Friday,5
Park Street,2024-08-30 23:00:00+00:00,1235,23,Friday,5
Bridge Street,2024-08-30 22:00:00+00:00,401,22,Friday,5
Park Street,2024-08-30 22:00:00+00:00,1552,22,Friday,5
Market Street,2024-08-30 22:00:00+00:00,993,22,Friday,5
Elizabeth Street,2024-08-30 22:00:00+00:00,102,22,Friday,5
Park Street,2024-08-25 01:00:00+00:00,427,1,Sunday,0
Market Street,2024-08-25 01:00:00+00:00,306,1,Sunday,0
Elizabeth Street,2024-08-25 01:00:00+00:00,28,1,Sunday,0
Bridge Street,2024-08-25 01:00:00+00:00,162,1,Sunday,0
Elizabeth Street,2024-08-25 00:00:00+00:00,43,0,Sunday,0
Bridge Street,2024-08-25 00:00:00+00:00,206,0,Sunday,0
Market Street,2024-08-25 00:00:00+00:00,492,0,Sunday,0
Park Street,2024-08-25 00:00:00+00:00,650,0,Sunday,0
Market Street,2024-08-24 23:00:00+00:00,836,23,Saturday,6
Elizabeth Street,2024-08-24 23:00:00+00:00,80,23,Saturday,6
Bridge Street,2024-08-24 23:00:00+00:00,260,23,Saturday,6
Park Street,2024-08-24 23:00:00+00:00,1263,23,Saturday,6
Bridge Street,2024-08-24 22:00:00+00:00,401,22,Saturday,6
Park Street,2024-08-24 22:00:00+00:00,1877,22,Saturday,6
Market Street,2024-08-24 22:00:00+00:00,1167,22,Saturday,6
Elizabeth Street,2024-08-24 22:00:00+00:00,146,22,Saturday,6
Elizabeth Street,2024-08-24 01:00:00+00:00,22,1,Saturday,6
Bridge Street,2024-08-24 01:00:00+00:00,117,1,Saturday,6
Park Street,2024-08-24 01:00:00+00:00,343,1,Saturday,6
Market Street,2024-08-24 01:00:00+00:00,213,1,Saturday,6
Park Street,2024-08-24 00:00:00+00:00,434,0,Saturday,6
Market Street,2024-08-24 00:00:00+00:00,298,0,Saturday,6
Elizabeth Street,2024-08-24 00:00:00+00:00,25,0,Saturday,6
Bridge Street,2024-08-24 00:00:00+00:00,202,0,Saturday,6
Elizabeth Street,2024-08-23 23:00:00+00:00,82,23,Friday,5
Bridge Street,2024-08-23 23:00:00+00:00,244,23,Friday,5
Park Street,2024-08-23 23:00:00+00:00,837,23,Friday,5
Market Street,2024-08-23 23:00:00+00:00,628,23,Friday,5
Park Street,2024-08-23 22:00:00+00:00,1264,22,Friday,5
Market Street,2024-08-23 22:00:00+00:00,975,22,Friday,5
Elizabeth Street,2024-08-23 22:00:00+00:00,139,22,Friday,5
Bridge Street,2024-08-23 22:00:00+00:00,367,22,Friday,5
Bridge Street,2024-08-18 01:00:00+00:00,126,1,Sunday,0
Elizabeth Street,2024-08-18 01:00:00+00:00,35,1,Sunday,0
Market Street,2024-08-18 01:00:00+00:00,268,1,Sunday,0
Park Street,2024-08-18 01:00:00+00:00,861,1,Sunday,0
Elizabeth Street,2024-08-18 00:00:00+00:00,60,0,Sunday,0
Market Street,2024-08-18 00:00:00+00:00,464,0,Sunday,0
Park Street,2024-08-18 00:00:00+00:00,831,0,Sunday,0
Bridge Street,2024-08-18 00:00:00+00:00,186,0,Sunday,0
Park Street,2024-08-17 23:00:00+00:00,953,23,Saturday,6
Bridge Street,2024-08-17 23:00:00+00:00,302,23,Saturday,6
Market Street,2024-08-17 23:00:00+00:00,790,23,Saturday,6
Elizabeth Street,2024-08-17 23:00:00+00:00,136,23,Saturday,6
Bridge Street,2024-08-17 22:00:00+00:00,382,22,Saturday,6
Elizabeth Street,2024-08-17 22:00:00+00:00,123,22,Saturday,6
Market Street,2024-08-17 22:00:00+00:00,1180,22,Saturday,6
Park Street,2024-08-17 22:00:00+00:00,1252,22,Saturday,6
Bridge Street,2024-08-17 01:00:00+00:00,92,1,Saturday,6
Elizabeth Street,2024-08-17 01:00:00+00:00,26,1,Saturday,6
Market Street,2024-08-17 01:00:00+00:00,211,1,Saturday,6
Park Street,2024-08-17 01:00:00+00:00,571,1,Saturday,6
Elizabeth Street,2024-08-17 00:00:00+00:00,155,0,Saturday,6
Bridge Street,2024-08-17 00:00:00+00:00,171,0,Saturday,6
Park Street,2024-08-17 00:00:00+00:00,547,0,Saturday,6
Market Street,2024-08-17 00:00:00+00:00,344,0,Saturday,6
Bridge Street,2024-08-16 23:00:00+00:00,286,23,Friday,5
Elizabeth Street,2024-08-16 23:00:00+00:00,40,23,Friday,5
Market Street,2024-08-16 23:00:00+00:00,584,23,Friday,5
Park Street,2024-08-16 23:00:00+00:00,884,23,Friday,5
Market Street,2024-08-16 22:00:00+00:00,917,22,Friday,5
Park Street,2024-08-16 22:00:00+00:00,1364,22,Friday,5
Bridge Street,2024-08-16 22:00:00+00:00,361,22,Friday,5
Elizabeth Street,2024-08-16 22:00:00+00:00,78,22,Friday,5
Park Street,2024-08-11 01:00:00+00:00,386,1,Sunday,0
Market Street,2024-08-11 01:00:00+00:00,312,1,Sunday,0
Elizabeth Street,2024-08-11 01:00:00+00:00,25,1,Sunday,0
Bridge Street,2024-08-11 01:00:00+00:00,150,1,Sunday,0
Market Street,2024-08-11 00:00:00+00:00,237,0,Sunday,0
Bridge Street,2024-08-11 00:00:00+00:00,215,0,Sunday,0
Park Street,2024-08-11 00:00:00+00:00,474,0,Sunday,0
Elizabeth Street,2024-08-11 00:00:00+00:00,35,0,Sunday,0
Park Street,2024-08-10 23:00:00+00:00,916,23,Saturday,6
Market Street,2024-08-10 23:00:00+00:00,594,23,Saturday,6
Elizabeth Street,2024-08-10 23:00:00+00:00,135,23,Saturday,6
Bridge Street,2024-08-10 23:00:00+00:00,253,23,Saturday,6
Park Street,2024-08-10 22:00:00+00:00,1506,22,Saturday,6
Market Street,2024-08-10 22:00:00+00:00,1116,22,Saturday,6
Elizabeth Street,2024-08-10 22:00:00+00:00,137,22,Saturday,6
Bridge Street,2024-08-10 22:00:00+00:00,343,22,Saturday,6
Park Street,2024-08-10 01:00:00+00:00,289,1,Saturday,6
Market Street,2024-08-10 01:00:00+00:00,195,1,Saturday,6
Elizabeth Street,2024-08-10 01:00:00+00:00,23,1,Saturday,6
Bridge Street,2024-08-10 01:00:00+00:00,83,1,Saturday,6
Bridge Street,2024-08-10 00:00:00+00:00,120,0,Saturday,6
Park Street,2024-08-10 00:00:00+00:00,396,0,Saturday,6
Market Street,2024-08-10 00:00:00+00:00,312,0,Saturday,6
Elizabeth Street,2024-08-10 00:00:00+00:00,48,0,Saturday,6
Park Street,2024-08-09 23:00:00+00:00,838,23,Friday,5
Market Street,2024-08-09 23:00:00+00:00,865,23,Friday,5
Elizabeth Street,2024-08-09 23:00:00+00:00,145,23,Friday,5
Bridge Street,2024-08-09 23:00:00+00:00,276,23,Friday,5
Park Street,2024-08-09 22:00:00+00:00,1155,22,Friday,5
Market Street,2024-08-09 22:00:00+00:00,950,22,Friday,5
Elizabeth Street,2024-08-09 22:00:00+00:00,100,22,Friday,5
Bridge Street,2024-08-09 22:00:00+00:00,271,22,Friday,5
Park Street,2024-08-04 01:00:00+00:00,747,1,Sunday,0
Elizabeth Street,2024-08-04 01:00:00+00:00,21,1,Sunday,0
Bridge Street,2024-08-04 01:00:00+00:00,118,1,Sunday,0
Market Street,2024-08-04 01:00:00+00:00,262,1,Sunday,0
Bridge Street,2024-08-04 00:00:00+00:00,187,0,Sunday,0
Park Street,2024-08-04 00:00:00+00:00,509,0,Sunday,0
Market Street,2024-08-04 00:00:00+00:00,437,0,Sunday,0
Elizabeth Street,2024-08-04 00:00:00+00:00,30,0,Sunday,0
Elizabeth Street,2024-08-03 23:00:00+00:00,92,23,Saturday,6
Bridge Street,2024-08-03 23:00:00+00:00,265,23,Saturday,6
Park Street,2024-08-03 23:00:00+00:00,869,23,Saturday,6
Market Street,2024-08-03 23:00:00+00:00,682,23,Saturday,6
Elizabeth Street,2024-08-03 22:00:00+00:00,101,22,Saturday,6
Market Street,2024-08-03 22:00:00+00:00,1026,22,Saturday,6
Bridge Street,2024-08-03 22:00:00+00:00,452,22,Saturday,6
Park Street,2024-08-03 22:00:00+00:00,1140,22,Saturday,6
Bridge Street,2024-08-03 01:00:00+00:00,72,1,Saturday,6
Elizabeth Street,2024-08-03 01:00:00+00:00,10,1,Saturday,6
Market Street,2024-08-03 01:00:00+00:00,123,1,Saturday,6
Park Street,2024-08-03 01:00:00+00:00,570,1,Saturday,6
Bridge Street,2024-08-03 00:00:00+00:00,137,0,Saturday,6
Elizabeth Street,2024-08-03 00:00:00+00:00,18,0,Saturday,6
Park Street,2024-08-03 00:00:00+00:00,567,0,Saturday,6
Market Street,2024-08-03 00:00:00+00:00,310,0,Saturday,6
Park Street,2024-08-02 23:00:00+00:00,883,23,Friday,5
Market Street,2024-08-02 23:00:00+00:00,661,23,Friday,5
Elizabeth Street,2024-08-02 23:00:00+00:00,51,23,Friday,5
Bridge Street,2024-08-02 23:00:00+00:00,267,23,Friday,5
Elizabeth Street,2024-08-02 22:00:00+00:00,140,22,Friday,5
Bridge Street,2024-08-02 22:00:00+00:00,398,22,Friday,5
Park Street,2024-08-02 22:00:00+00:00,1156,22,Friday,5
Market Street,2024-08-02 22:00:00+00:00,1129,22,Friday,5
Park Street,2024-07-28 01:00:00+00:00,905,1,Sunday,0
Bridge Street,2024-07-28 01:00:00+00:00,101,1,Sunday,0
Elizabeth Street,2024-07-28 01:00:00+00:00,34,1,Sunday,0
Market Street,2024-07-28 01:00:00+00:00,262,1,Sunday,0
Bridge Street,2024-07-28 00:00:00+00:00,137,0,Sunday,0
Elizabeth Street,2024-07-28 00:00:00+00:00,28,0,Sunday,0
Market Street,2024-07-28 00:00:00+00:00,455,0,Sunday,0
Park Street,2024-07-28 00:00:00+00:00,751,0,Sunday,0
Bridge Street,2024-07-27 23:00:00+00:00,187,23,Saturday,6
Market Street,2024-07-27 23:00:00+00:00,600,23,Saturday,6
Park Street,2024-07-27 23:00:00+00:00,973,23,Saturday,6
Elizabeth Street,2024-07-27 23:00:00+00:00,90,23,Saturday,6
Bridge Street,2024-07-27 22:00:00+00:00,305,22,Saturday,6
Elizabeth Street,2024-07-27 22:00:00+00:00,155,22,Saturday,6
Market Street,2024-07-27 22:00:00+00:00,1100,22,Saturday,6
Park Street,2024-07-27 22:00:00+00:00,1374,22,Saturday,6
Elizabeth Street,2024-07-27 01:00:00+00:00,19,1,Saturday,6
Market Street,2024-07-27 01:00:00+00:00,157,1,Saturday,6
Park Street,2024-07-27 01:00:00+00:00,707,1,Saturday,6
Bridge Street,2024-07-27 01:00:00+00:00,91,1,Saturday,6
Bridge Street,2024-07-27 00:00:00+00:00,171,0,Saturday,6
Park Street,2024-07-27 00:00:00+00:00,680,0,Saturday,6
Market Street,2024-07-27 00:00:00+00:00,361,0,Saturday,6
Elizabeth Street,2024-07-27 00:00:00+00:00,46,0,Saturday,6
Park Street,2024-07-26 23:00:00+00:00,919,23,Friday,5
Market Street,2024-07-26 23:00:00+00:00,599,23,Friday,5
Elizabeth Street,2024-07-26 23:00:00+00:00,83,23,Friday,5
Bridge Street,2024-07-26 23:00:00+00:00,217,23,Friday,5
Market Street,2024-07-26 22:00:00+00:00,790,22,Friday,5
Elizabeth Street,2024-07-26 22:00:00+00:00,104,22,Friday,5
Bridge Street,2024-07-26 22:00:00+00:00,411,22,Friday,5
Park Street,2024-07-26 22:00:00+00:00,1326,22,Friday,5
Park Street,2024-07-21 01:00:00+00:00,700,1,Sunday,0
Bridge Street,2024-07-21 01:00:00+00:00,97,1,Sunday,0
Elizabeth Street,2024-07-21 01:00:00+00:00,19,1,Sunday,0
Market Street,2024-07-21 01:00:00+00:00,269,1,Sunday,0
Park Street,2024-07-21 00:00:00+00:00,624,0,Sunday,0
Bridge Street,2024-07-21 00:00:00+00:00,188,0,Sunday,0
Elizabeth Street,2024-07-21 00:00:00+00:00,54,0,Sunday,0
Market Street,2024-07-21 00:00:00+00:00,420,0,Sunday,0
Bridge Street,2024-07-20 23:00:00+00:00,265,23,Saturday,6
Elizabeth Street,2024-07-20 23:00:00+00:00,67,23,Saturday,6
Market Street,2024-07-20 23:00:00+00:00,584,23,Saturday,6
Park Street,2024-07-20 23:00:00+00:00,760,23,Saturday,6
Elizabeth Street,2024-07-20 22:00:00+00:00,99,22,Saturday,6
Bridge Street,2024-07-20 22:00:00+00:00,311,22,Saturday,6
Market Street,2024-07-20 22:00:00+00:00,969,22,Saturday,6
Park Street,2024-07-20 22:00:00+00:00,1159,22,Saturday,6
Market Street,2024-07-20 01:00:00+00:00,189,1,Saturday,6
Park Street,2024-07-20 01:00:00+00:00,576,1,Saturday,6
Bridge Street,2024-07-20 01:00:00+00:00,162,1,Saturday,6
Elizabeth Street,2024-07-20 01:00:00+00:00,18,1,Saturday,6
Bridge Street,2024-07-20 00:00:00+00:00,159,0,Saturday,6
Elizabeth Street,2024-07-20 00:00:00+00:00,37,0,Saturday,6
Market Street,2024-07-20 00:00:00+00:00,274,0,Saturday,6
Park Street,2024-07-20 00:00:00+00:00,455,0,Saturday,6
Elizabeth Street,2024-07-19 23:00:00+00:00,73,23,Friday,5
Market Street,2024-07-19 23:00:00+00:00,557,23,Friday,5
Park Street,2024-07-19 23:00:00+00:00,847,23,Friday,5
Bridge Street,2024-07-19 23:00:00+00:00,225,23,Friday,5
Bridge Street,2024-07-19 22:00:00+00:00,398,22,Friday,5
Elizabeth Street,2024-07-19 22:00:00+00:00,127,22,Friday,5
Park Street,2024-07-19 22:00:00+00:00,1450,22,Friday,5
Market Street,2024-07-19 22:00:00+00:00,913,22,Friday,5
Bridge Street,2024-07-14 01:00:00+00:00,102,1,Sunday,0
Elizabeth Street,2024-07-14 01:00:00+00:00,54,1,Sunday,0
Market Street,2024-07-14 01:00:00+00:00,247,1,Sunday,0
Park Street,2024-07-14 01:00:00+00:00,789,1,Sunday,0
Bridge Street,2024-07-14 00:00:00+00:00,143,0,Sunday,0
Elizabeth Street,2024-07-14 00:00:00+00:00,36,0,Sunday,0
Market Street,2024-07-14 00:00:00+00:00,376,0,Sunday,0
Park Street,2024-07-14 00:00:00+00:00,612,0,Sunday,0
Bridge Street,2024-07-13 23:00:00+00:00,285,23,Saturday,6
Elizabeth Street,2024-07-13 23:00:00+00:00,122,23,Saturday,6
Market Street,2024-07-13 23:00:00+00:00,654,23,Saturday,6
Park Street,2024-07-13 23:00:00+00:00,869,23,Saturday,6
Market Street,2024-07-13 22:00:00+00:00,941,22,Saturday,6
Bridge Street,2024-07-13 22:00:00+00:00,393,22,Saturday,6
Park Street,2024-07-13 22:00:00+00:00,1198,22,Saturday,6
Elizabeth Street,2024-07-13 22:00:00+00:00,129,22,Saturday,6
Bridge Street,2024-07-13 01:00:00+00:00,82,1,Saturday,6
Elizabeth Street,2024-07-13 01:00:00+00:00,17,1,Saturday,6
Market Street,2024-07-13 01:00:00+00:00,213,1,Saturday,6
Park Street,2024-07-13 01:00:00+00:00,621,1,Saturday,6
Bridge Street,2024-07-13 00:00:00+00:00,140,0,Saturday,6
Elizabeth Street,2024-07-13 00:00:00+00:00,45,0,Saturday,6
Market Street,2024-07-13 00:00:00+00:00,301,0,Saturday,6
Park Street,2024-07-13 00:00:00+00:00,502,0,Saturday,6
Bridge Street,2024-07-12 23:00:00+00:00,273,23,Friday,5
Elizabeth Street,2024-07-12 23:00:00+00:00,81,23,Friday,5
Market Street,2024-07-12 23:00:00+00:00,603,23,Friday,5
Park Street,2024-07-12 23:00:00+00:00,919,23,Friday,5
Market Street,2024-07-12 22:00:00+00:00,1055,22,Friday,5
Elizabeth Street,2024-07-12 22:00:00+00:00,134,22,Friday,5
Park Street,2024-07-12 22:00:00+00:00,1400,22,Friday,5
Bridge Street,2024-07-12 22:00:00+00:00,550,22,Friday,5
Park Street,2024-07-07 01:00:00+00:00,873,1,Sunday,0
Market Street,2024-07-07 01:00:00+00:00,184,1,Sunday,0
Elizabeth Street,2024-07-07 01:00:00+00:00,21,1,Sunday,0
Bridge Street,2024-07-07 01:00:00+00:00,206,1,Sunday,0
Park Street,2024-07-07 00:00:00+00:00,695,0,Sunday,0
Market Street,2024-07-07 00:00:00+00:00,427,0,Sunday,0
Elizabeth Street,2024-07-07 00:00:00+00:00,68,0,Sunday,0
Bridge Street,2024-07-07 00:00:00+00:00,215,0,Sunday,0
Elizabeth Street,2024-07-06 23:00:00+00:00,112,23,Saturday,6
Bridge Street,2024-07-06 23:00:00+00:00,228,23,Saturday,6
Park Street,2024-07-06 23:00:00+00:00,980,23,Saturday,6
Market Street,2024-07-06 23:00:00+00:00,812,23,Saturday,6
Market Street,2024-07-06 22:00:00+00:00,1351,22,Saturday,6
Elizabeth Street,2024-07-06 22:00:00+00:00,177,22,Saturday,6
Bridge Street,2024-07-06 22:00:00+00:00,364,22,Saturday,6
Park Street,2024-07-06 22:00:00+00:00,1332,22,Saturday,6
Elizabeth Street,2024-07-06 01:00:00+00:00,14,1,Saturday,6
Bridge Street,2024-07-06 01:00:00+00:00,59,1,Saturday,6
Park Street,2024-07-06 01:00:00+00:00,622,1,Saturday,6
Market Street,2024-07-06 01:00:00+00:00,81,1,Saturday,6
Park Street,2024-07-06 00:00:00+00:00,453,0,Saturday,6
Market Street,2024-07-06 00:00:00+00:00,170,0,Saturday,6
Elizabeth Street,2024-07-06 00:00:00+00:00,24,0,Saturday,6
